stcode,stname,ctyname,census2010pop,estimatesbase2010,popestimate2019,npopchg_2019,births2019,deaths2019,naturalinc2019,internationalmig2019,domesticmig2019,netmig2019,residual2019,gqestimates2019,rbirth2019,rdeath2019,rnaturalinc2019,rinternationalmig2019,rdomesticmig2019,rnetmig2019
TN,Tennessee,Van Buren County,5548,5558,5872,109,69,55,14,0,95,95,0,123,11.860764933,9.4542329179,2.4065320155,0.0,16.330038676,16.330038676
TN,Tennessee,Warren County,39839,39824,41277,451,473,471,2,37,413,450,-1,572,11.522112468,11.473393177,0.0487192916,0.901306895,10.06053372,10.961840615
TN,Tennessee,Washington County,122979,123063,129375,714,1223,1365,-142,182,678,860,-4,4257,9.4792974624,10.579919081,-1.100621619,1.4106558775,5.2550806864,6.6657365639
TN,Tennessee,Wayne County,17021,17025,16673,38,125,197,-72,1,110,111,-1,2240,7.5057043353,11.828990032,-4.323285697,0.0600456347,6.6050198151,6.6650654497
TN,Tennessee,Weakley County,35021,35015,33328,-85,311,359,-48,34,-68,-34,-3,1553,9.3196086364,10.758004825,-1.438396188,1.0188639667,-2.037727933,-1.018863967
TX,Texas,Archer County,9054,9061,8553,-147,70,144,-74,0,-72,-72,-1,54,8.1145308062,16.692749087,-8.578218281,0.0,-8.346374544,-8.346374544
TX,Texas,Armstrong County,1901,1901,1887,8,19,20,-1,0,10,10,-1,53,10.090281466,10.621348911,-0.531067446,0.0,5.3106744557,5.3106744557
TX,Texas,Atascosa County,44911,44923,51153,831,710,435,275,8,551,559,-3,358,13.993594481,8.5735402809,5.4200542005,0.157674304,10.859817689,11.017491993
TX,Texas,Austin County,28417,28412,30032,67,328,274,54,2,13,15,-2,209,10.933880027,9.1337900228,1.8000900045,0.0666700002,0.4333550011,0.5000250013
TX,Texas,Bailey County,7165,7165,7000,-15,124,39,85,23,-123,-100,0,104,17.695326436,5.5654655726,12.129860863,3.2821976454,-17.55262219,-14.27042455
TX,Texas,Bandera County,20485,20487,23112,320,185,239,-54,3,370,373,1,304,8.060299756,10.413035901,-2.352736145,0.1307075636,16.120599512,16.251307076
TX,Texas,Bastrop County,74171,74217,88723,2128,1093,727,366,-48,1809,1761,1,2173,12.468771033,8.2935009526,4.1752700807,-0.547576404,20.636785727,20.089209322
TX,Texas,Baylor County,3726,3726,3509,-64,32,47,-15,0,-49,-49,0,67,9.0369951991,13.273086699,-4.2360915,0.0,-13.8378989,-13.8378989
TN,Tennessee,Grainger County,22657,22656,23320,183,222,296,-74,-2,257,255,2,151,9.5572249607,12.742966614,-3.185741654,-0.086101126,11.063994662,10.977893536
TN,Tennessee,Greene County,68831,68825,69069,-95,665,908,-243,9,144,153,-5,1730,9.6214362706,13.137239299,-3.515803028,0.130214927,2.0834388315,2.2136537585
TN,Tennessee,Grundy County,13703,13726,13427,79,158,177,-19,0,97,97,1,219,11.802054155,13.221288515,-1.41923436,0.0,7.2455648926,7.2455648926
TN,Tennessee,Hamblen County,62544,62534,64934,305,780,724,56,59,194,253,-4,1020,12.040474518,11.176030194,0.8644443244,0.9107538418,2.9946821238,3.9054359655
TN,Tennessee,Hamilton County,336463,336477,367804,3511,4213,3718,495,411,2595,3006,10,9914,11.509403809,10.157123988,1.3522798208,1.1228020331,7.0892245153,8.2120265484
TN,Tennessee,Hancock County,6819,6811,6620,59,68,93,-25,1,82,83,1,159,10.3178818,14.111220696,-3.793338897,0.1517335559,12.442151582,12.593885138
TN,Tennessee,Hardeman County,27253,27245,25050,-226,218,289,-71,0,-155,-155,0,3853,8.6635138894,11.485117037,-2.821603147,0.0,-6.159837857,-6.159837857
TN,Tennessee,Hardin County,26026,26008,25652,-41,237,356,-119,13,67,80,-2,371,9.2316681274,13.866978284,-4.635310157,0.5063784205,2.6097964748,3.1161748953
TX,Texas,Calhoun County,21381,21382,21290,-214,262,218,44,8,-267,-259,1,251,12.244707202,10.18834416,2.0563630415,0.3738841894,-12.47838482,-12.10450063
TX,Texas,Callahan County,13544,13545,13943,-47,143,173,-30,5,-21,-16,-1,72,10.238785666,12.386782659,-2.147996993,0.3579994988,-1.503597895,-1.145598396
TX,Texas,Cameron County,406220,406215,423163,1024,6202,2788,3414,11,-2407,-2396,6,3319,14.674045489,6.596459017,8.0775864721,0.0260262013,-5.695006045,-5.668979844
TX,Texas,Camp County,12401,12401,13094,111,178,131,47,20,45,65,-1,67,13.651877133,10.047168002,3.6047091307,1.533918779,3.4513172528,4.9852360318
TX,Texas,Carson County,6182,6184,5926,-81,43,55,-12,0,-68,-68,-1,25,7.2069052208,9.2181345848,-2.011229364,0.0,-11.3969664,-11.3969664
TX,Texas,Cass County,30464,30469,30026,-80,302,405,-103,6,18,24,-1,355,10.044568616,13.470365197,-3.425796581,0.1995609659,0.5986828976,0.7982438635
TX,Texas,Castro County,8062,8063,7530,-58,104,57,47,24,-129,-105,0,64,13.758433655,7.5406799841,6.2177536711,3.1750231512,-17.06574944,-13.89072629
TX,Texas,Chambers County,35096,35107,43837,1610,561,275,286,35,1290,1325,-1,222,13.036809816,6.390593047,6.6462167689,0.813348206,29.977691021,30.791039227
TN,Tennessee,White County,25841,25844,27345,259,292,369,-77,5,330,335,1,384,10.729180063,13.558450148,-2.829270085,0.1837188367,12.125443222,12.309162058
TN,Tennessee,Williamson County,183182,183277,238412,6434,2357,1325,1032,574,4835,5409,-7,1242,10.021471545,5.6336231638,4.3878483811,2.4405280725,20.557409809,22.997937881
TN,Tennessee,Wilson County,113993,114062,144657,3703,1635,1167,468,156,3070,3226,9,1591,11.449138864,8.1719541614,3.2771847023,1.0923949008,21.497771444,22.590166345
TX,Texas,Texas,25145561,25146091,28995881,367215,378664,202786,175878,65044,125660,190704,633,600693,13.142454725,7.0381811418,6.1042735833,2.2575101545,4.3613358036,6.6188459581
TX,Texas,Anderson County,58458,58452,57735,-239,588,754,-166,32,-104,-72,-1,14445,10.163427218,13.032694086,-2.869266868,0.5531116853,-1.797612977,-1.244501292
TX,Texas,Andrews County,14786,14786,18705,694,286,189,97,14,583,597,0,78,15.579039111,10.295239133,5.2837999782,0.7626103061,31.757272034,32.51988234
TX,Texas,Angelina County,86771,86771,86715,-95,1071,997,74,6,-173,-167,-2,2733,12.344042645,11.491139605,0.8529030399,0.0691543005,-1.993948999,-1.924794698
TX,Texas,Aransas County,23158,23158,23510,64,193,365,-172,-11,247,236,0,439,8.2204617088,15.546469035,-7.326007326,-0.468523724,10.520487265,10.05196354
TX,Texas,Bee County,31861,31861,32565,98,318,234,84,-5,18,13,1,7749,9.7798007135,7.1964571288,2.5833435847,-0.153770451,0.5535736253,0.3998031738
TX,Texas,Bell County,310235,310159,362924,7527,5940,2304,3636,115,3745,3860,31,9982,16.538567019,6.4149593288,10.123607691,0.3201911123,10.42709318,10.747284292
TX,Texas,Bexar County,1714773,1714781,2003554,22367,26736,14216,12520,2339,7493,9832,15,43052,13.419190858,7.135219077,6.2839717814,1.1739784342,3.7608466899,4.9348251241
TX,Texas,Blanco County,10497,10483,11931,283,75,131,-56,4,333,337,2,52,6.3615929429,11.11158234,-4.749989397,0.339284957,28.245472666,28.584757623
TX,Texas,Borden County,641,641,654,7,5,5,0,0,6,6,1,0,7.6863950807,7.6863950807,0.0,0.0,9.2236740968,9.2236740968
TX,Texas,Bosque County,18212,18217,18685,56,182,250,-68,3,120,123,1,319,9.7550517232,13.399796323,-3.6447446,0.1607975559,6.4319022351,6.592699791
TX,Texas,Bowie County,92565,92564,93245,-443,1117,1046,71,17,-531,-514,0,5910,11.950805904,11.191175448,0.7596304558,0.1818833486,-5.681179888,-5.499296539
TX,Texas,Brazoria County,313166,313117,374264,5377,4681,2498,2183,171,3025,3196,-2,10474,12.597708945,6.7227252604,5.8749836843,0.4602025699,8.1410103734,8.6012129433
TX,Texas,Brazos County,194851,194861,229211,3430,2621,1142,1479,1023,931,1954,-3,14535,11.521081689,5.0198684812,6.5012132081,4.496782361,4.0923796462,8.5891620072
TX,Texas,Brewster County,9232,9232,9203,-69,87,70,17,2,-87,-85,-1,44,9.4181326116,7.5778078484,1.8403247632,0.2165087957,-9.418132612,-9.201623816
TX,Texas,Briscoe County,1637,1637,1546,34,12,9,3,1,29,30,1,0,7.8482668411,5.8862001308,1.9620667103,0.6540222368,18.966644866,19.620667103
TX,Texas,Brooks County,7223,7223,7093,-6,102,78,24,41,-72,-31,1,57,14.374295378,10.99210823,3.3821871477,5.777903044,-10.14656144,-4.368658399
TX,Texas,Brown County,38106,38106,37864,44,382,440,-58,13,91,104,-2,1664,10.094603879,11.627292426,-1.532688547,0.3435336399,2.4047354791,2.748269119
TX,Texas,Burleson County,17187,17187,18443,108,209,218,-9,28,87,115,2,167,11.365490239,11.854913263,-0.489423025,1.52264941,4.7310892381,6.2537386481
TX,Texas,Burnet County,42750,42711,48155,811,468,490,-22,-22,854,832,1,1118,9.8011497503,10.261887559,-0.460737809,-0.460737809,17.885004031,17.424266223
TX,Texas,Caldwell County,38066,38055,43664,503,552,366,186,21,297,318,-1,3359,12.715231788,8.4307515117,4.2844802764,0.4837316441,6.8413475382,7.3250791823
TX,Texas,Cherokee County,50845,50834,52646,265,722,553,169,3,94,97,-1,2772,13.748845535,10.530625458,3.2182200767,0.057128167,1.7900159007,1.8471440677
TX,Texas,Childress County,7041,7041,7306,-9,66,49,17,4,-30,-26,0,1730,9.0281102524,6.7026879146,2.3254223377,0.5471581971,-4.103686478,-3.556528281
TX,Texas,Clay County,10752,10754,10471,23,75,122,-47,7,63,70,0,70,7.170514843,11.664037478,-4.493522635,0.669248052,6.0232324681,6.6924805201
TX,Texas,Cochran County,3127,3127,2853,22,41,10,31,14,-23,-9,0,78,14.426460239,3.5186488388,10.9078114,4.9261083744,-8.092892329,-3.166783955
TX,Texas,Coke County,3320,3317,3387,32,35,46,-11,-1,45,44,-1,34,10.382675764,13.645802433,-3.263126669,-0.296647879,13.349154554,13.052506675
TX,Texas,Coleman County,8895,8893,8175,-192,83,118,-35,3,-160,-157,0,46,10.035062266,14.266715028,-4.231652763,0.3627130939,-19.34469834,-18.98198525
TX,Texas,Collin County,782341,781419,1034730,30423,11299,4956,6343,4100,19952,24052,28,4426,11.082682659,4.8611182632,6.2215643953,4.0215062306,19.570022516,23.591528746
TX,Texas,Collingsworth County,3057,3057,2920,-22,29,34,-5,-2,-14,-16,-1,54,9.8942340498,11.600136472,-1.705902422,-0.682360969,-4.776526783,-5.458887752
TX,Texas,Colorado County,20874,20872,21493,188,257,247,10,62,116,178,0,336,12.009907005,11.542595448,0.4673115566,2.897331651,5.4208140567,8.3181457077
TX,Texas,Comal County,108472,108520,156209,8068,1589,1242,347,85,7600,7685,36,1232,10.441925415,8.1616559882,2.2802694266,0.5585674388,49.942500411,50.50106785
TX,Texas,Comanche County,13974,13960,13635,95,139,182,-43,7,131,138,0,150,10.2299908,13.394664213,-3.164673413,0.5151793928,9.6412143514,10.156393744
TX,Texas,Concho County,4087,4087,2726,43,24,29,-5,26,22,48,0,40,8.8740987243,10.722869292,-1.848770568,9.6136069514,8.1345904973,17.748197449
TX,Texas,Cooke County,38437,38436,41257,753,530,417,113,23,616,639,1,644,12.964616382,10.200462323,2.7641540588,0.5626154279,15.068308851,15.630924279
TX,Texas,Coryell County,75388,75474,75951,1210,895,468,427,9,769,778,5,12250,11.878533698,6.2113449951,5.6671887028,0.1194489422,10.206248507,10.325697449
TX,Texas,Cottle County,1505,1506,1398,16,13,12,1,0,16,16,-1,0,9.3525179856,8.6330935252,0.7194244604,0.0,11.510791367,11.510791367
TX,Texas,Crane County,4375,4375,4797,42,59,23,36,7,0,7,-1,90,12.353433836,4.8157453936,7.5376884422,1.4656616415,0.0,1.4656616415
TX,Texas,Crockett County,3719,3719,3464,25,31,23,8,3,14,17,0,21,8.9816022019,6.6637693756,2.3178328263,0.8691873099,4.056207446,4.9253947559
TX,Texas,Crosby County,6059,6056,5737,-27,61,62,-1,1,-27,-26,0,67,10.607773237,10.781671159,-0.173897922,0.1738979219,-4.695243892,-4.52134597
TX,Texas,Culberson County,2398,2398,2171,-23,26,14,12,0,-36,-36,1,12,11.912943872,6.4146620848,5.4982817869,0.0,-16.49484536,-16.49484536
TX,Texas,Dallam County,6703,6700,7287,-16,151,25,126,53,-194,-141,-1,39,20.699108979,3.4270047978,17.272104181,7.2652501714,-26.59355723,-19.32830706
TX,Texas,Dallas County,2368139,2367430,2635516,6166,38374,17047,21327,9242,-24389,-15147,-14,31478,14.577389054,6.4757583574,8.1016306968,3.5108205983,-9.264813198,-5.753992599
TX,Texas,Dawson County,13833,13833,12728,123,181,127,54,10,60,70,-1,1335,14.289661706,10.026447716,4.2632139897,0.7894840722,4.736904433,5.5263885051
TX,Texas,Deaf Smith County,19372,19372,18546,-165,320,159,161,-2,-325,-327,1,355,17.177979977,8.535308801,8.6426711759,-0.107362375,-17.44638591,-17.55374829
TX,Texas,Delta County,5231,5232,5331,-1,65,61,4,0,-5,-5,0,54,12.191690894,11.441432993,0.7502579012,0.0,-0.937822376,-0.937822376
TX,Texas,Denton County,662614,662557,887207,28466,9893,4243,5650,1663,21053,22716,100,11309,11.332525367,4.8603967587,6.4721286086,1.904982279,24.116411256,26.021393535
TX,Texas,DeWitt County,20097,20097,20160,54,229,232,-3,-2,59,57,0,1829,11.374360503,11.523369592,-0.14900909,-0.099339393,2.9305120946,2.8311727015
TX,Texas,Dickens County,2444,2441,2211,-7,16,20,-4,0,-4,-4,1,315,7.2251072477,9.0313840596,-1.806276812,0.0,-1.806276812,-1.806276812
TX,Texas,Dimmit County,9996,9996,10124,-71,124,85,39,-2,-108,-110,0,92,12.205325065,8.3665534721,3.8387715931,-0.196860082,-10.63044441,-10.82730449
TX,Texas,Donley County,3677,3726,3278,-37,33,39,-6,2,-34,-32,1,229,10.010617321,11.830729562,-1.82011224,0.6067040801,-10.31396936,-9.707265281
TX,Texas,Duval County,11782,11777,11157,10,142,124,18,-1,-8,-9,1,584,12.733142037,11.119081779,1.6140602582,-0.089670014,-0.717360115,-0.807030129
TX,Texas,Eastland County,18583,18582,18360,41,187,245,-58,0,99,99,0,873,10.196570245,13.359142834,-3.162572589,0.0,5.3981842471,5.3981842471
TX,Texas,Ector County,137130,137136,166223,4263,2915,1228,1687,238,2324,2562,14,2425,17.764478964,7.4836295603,10.280849404,1.4504102894,14.162829885,15.613240174
TX,Texas,Live Oak County,11531,11533,12207,59,129,106,23,12,26,38,-2,1128,10.593307329,8.7045781154,1.8887292137,0.9854239376,2.1350851981,3.1205091357
TX,Texas,Llano County,19301,19303,21795,195,161,348,-187,-4,383,379,3,147,7.4202097016,16.038714138,-8.618504436,-0.184353036,17.651803203,17.467450167
TX,Texas,Loving County,82,82,169,21,1,0,1,0,20,20,0,0,6.309148265,0.0,6.309148265,0.0,126.1829653,126.1829653
TX,Texas,Lubbock County,278831,278918,310569,2942,3936,2609,1327,250,1366,1616,-1,12345,12.733825518,8.4406887136,4.2931368045,0.8088049745,4.4193103805,5.228115355
TX,Texas,Lynn County,5915,5915,5951,103,71,43,28,1,75,76,-1,42,12.034918213,7.2887532842,4.7461649292,0.1695058903,12.712941775,12.882447665
TX,Texas,McCulloch County,8283,8284,7984,2,86,108,-22,3,22,25,-1,96,10.772892396,13.528748591,-2.755856194,0.375798572,2.7558561944,3.1316547664
TX,Texas,McLennan County,234906,234903,256623,2427,3460,2231,1229,164,1033,1197,1,8342,13.546872767,8.734992238,4.8118805291,0.642106108,4.0444854244,4.6865915324
TX,Texas,McMullen County,707,707,743,12,6,6,0,2,11,13,-1,0,8.1411126187,8.1411126187,0.0,2.7137042062,14.925373134,17.639077341
TX,Texas,Edwards County,2002,2002,1932,24,18,15,3,-1,21,20,1,5,9.375,7.8125,1.5625,-0.520833333,10.9375,10.416666667
TX,Texas,Ellis County,149610,149610,184826,5820,2272,1342,930,39,4841,4880,10,1547,12.489280767,7.3770311572,5.1122496097,0.2143846611,26.611183183,26.825567844
TX,Texas,El Paso County,800647,800633,839238,2413,11617,5552,6065,167,-3818,-3651,-1,17215,13.862247421,6.6250492971,7.2371981244,0.1992765188,-4.555914664,-4.356638145
TX,Texas,Erath County,37890,37895,42698,475,480,335,145,-7,336,329,1,3682,11.304624298,7.8896857079,3.41493859,-0.164859104,7.9132370085,7.7483779042
TX,Texas,Falls County,17866,17863,17297,66,186,166,20,-3,50,47,-1,1944,10.77386469,9.6153846154,1.1584800741,-0.173772011,2.8962001854,2.7224281742
TX,Texas,Fannin County,33915,33910,35514,329,321,437,-116,41,405,446,-1,3041,9.0807507886,12.362268207,-3.281517419,1.1598466739,11.457022023,12.616868697
TX,Texas,Fayette County,24554,24552,25346,68,237,291,-54,5,118,123,-1,400,9.363147914,11.496523388,-2.133375474,0.1975347661,4.6618204804,4.8593552465
TX,Texas,Fisher County,3974,3978,3830,9,36,45,-9,6,14,20,-2,22,9.4105345706,11.763168213,-2.352633643,1.5684224284,3.659652333,5.2280747615
VT,Vermont,Lamoille County,24475,24473,25362,67,228,181,47,4,18,22,-2,738,9.0017174329,7.1461002428,1.8556171901,0.1579248672,0.7106619026,0.8685867698
VT,Vermont,Orange County,28936,28936,28892,4,255,280,-25,2,31,33,-4,661,8.8265835929,9.6919349256,-0.865351333,0.0692281066,1.0730356525,1.1422637591
VT,Vermont,Orleans County,27231,27234,27037,178,247,280,-33,6,207,213,-2,777,9.1658008015,10.390381475,-1.224580674,0.2226510316,7.6814605908,7.9041116224
VT,Vermont,Rutland County,61642,61660,58191,-405,498,669,-171,8,-242,-234,0,2190,8.5283464769,11.456754605,-2.928408128,0.1370015498,-4.144296882,-4.007295333
VT,Vermont,Washington County,59534,59524,58409,330,534,534,0,-9,338,329,1,2960,9.1683263512,9.1683263512,0.0,-0.154522354,5.803172859,5.6486505048
VT,Vermont,Windham County,44513,44511,42222,-413,348,426,-78,-2,-334,-336,1,1361,8.2020340102,10.040420943,-1.838386933,-0.047138126,-7.872067125,-7.919205251
VT,Vermont,Windsor County,56670,56658,55062,-142,439,539,-100,21,-59,-38,-4,761,7.9625632561,9.7763589865,-1.81379573,0.3808971034,-1.070139481,-0.689242378
VA,Virginia,Virginia,8001024,8001049,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,244897,11.551813852,8.1856897464,3.366124106,1.7455150775,-1.072501564,0.673013514
TX,Texas,Floyd County,6446,6446,5712,-71,70,52,18,2,-91,-89,0,33,12.179208351,9.0474119182,3.1317964332,0.3479773815,-15.83297086,-15.48499348
TX,Texas,Foard County,1336,1336,1155,-36,6,12,-6,0,-31,-31,1,34,5.1150895141,10.230179028,-5.115089514,0.0,-26.42796249,-26.42796249
TX,Texas,Fort Bend County,585375,584699,811688,23607,9532,3762,5770,4360,13487,17847,-10,5183,11.916720477,4.7031790215,7.213541455,5.4507869574,16.861184333,22.311971291
